,Beautiful,Confusing,Courageous,Fascinating,Funny,Informative,Ingenious,Inspiring,Jaw-dropping,Longwinded,OK,Obnoxious,Persuasive,Unconvincing,talk_id
1340,13.0,10.0,46.0,197.0,83.0,302.0,185.0,385.0,71.0,13.0,21.0,4.0,349.0,6.0,1341.0
1341,156.0,13.0,21.0,436.0,660.0,272.0,274.0,206.0,62.0,16.0,69.0,21.0,40.0,16.0,1342.0
1342,8.0,4.0,431.0,211.0,20.0,1126.0,39.0,125.0,485.0,18.0,46.0,5.0,831.0,15.0,1343.0
1343,185.0,2.0,305.0,32.0,4.0,39.0,25.0,284.0,22.0,1.0,17.0,3.0,15.0,11.0,1344.0
1344,18.0,13.0,4.0,75.0,33.0,150.0,86.0,40.0,6.0,39.0,55.0,6.0,26.0,6.0,1345.0
1345,14.0,9.0,41.0,24.0,7.0,255.0,9.0,142.0,6.0,40.0,53.0,10.0,186.0,49.0,1346.0
1346,3232.0,197.0,6305.0,11111.0,938.0,9787.0,1428.0,21210.0,3586.0,338.0,1129.0,155.0,6217.0,335.0,1347.0
1347,252.0,0.0,33.0,134.0,1.0,68.0,19.0,313.0,27.0,12.0,27.0,12.0,60.0,13.0,1348.0
1348,2.0,42.0,76.0,43.0,4.0,93.0,45.0,69.0,14.0,65.0,38.0,29.0,142.0,93.0,1349.0
1349,33.0,2.0,36.0,170.0,8.0,155.0,202.0,405.0,55.0,11.0,31.0,5.0,111.0,13.0,1350.0
1350,77.0,5.0,6.0,82.0,6.0,56.0,14.0,84.0,11.0,45.0,23.0,5.0,37.0,14.0,1351.0
1351,21.0,20.0,14.0,101.0,13.0,167.0,37.0,254.0,8.0,10.0,80.0,13.0,85.0,52.0,1352.0
1352,42.0,22.0,10.0,112.0,73.0,135.0,70.0,175.0,9.0,24.0,61.0,2.0,46.0,27.0,1353.0
1353,89.0,34.0,601.0,232.0,907.0,357.0,94.0,449.0,58.0,22.0,85.0,83.0,127.0,42.0,1354.0
1354,89.0,12.0,49.0,113.0,523.0,367.0,157.0,430.0,33.0,13.0,227.0,96.0,382.0,69.0,1355.0
1355,33.0,13.0,2.0,135.0,5.0,105.0,66.0,43.0,26.0,18.0,27.0,4.0,10.0,6.0,1356.0
1356,19.0,50.0,61.0,156.0,259.0,125.0,127.0,346.0,33.0,13.0,72.0,17.0,229.0,33.0,1357.0
1357,10.0,1.0,68.0,38.0,0.0,113.0,53.0,122.0,18.0,7.0,14.0,2.0,181.0,8.0,1358.0
1358,81.0,29.0,134.0,176.0,131.0,81.0,117.0,447.0,60.0,12.0,38.0,17.0,77.0,6.0,1359.0
1359,19.0,6.0,369.0,62.0,3.0,223.0,14.0,219.0,52.0,20.0,36.0,15.0,185.0,21.0,1360.0
1360,11.0,4.0,9.0,88.0,8.0,129.0,186.0,91.0,35.0,2.0,60.0,7.0,31.0,33.0,1361.0
1361,4.0,23.0,35.0,55.0,7.0,241.0,15.0,35.0,16.0,37.0,63.0,39.0,108.0,83.0,1362.0
1362,0.0,5.0,17.0,242.0,109.0,281.0,44.0,17.0,39.0,16.0,27.0,9.0,89.0,10.0,1363.0
1363,106.0,6.0,344.0,71.0,31.0,83.0,9.0,196.0,109.0,13.0,14.0,7.0,52.0,11.0,1364.0
1364,56.0,3.0,4.0,213.0,6.0,191.0,359.0,118.0,48.0,13.0,35.0,6.0,35.0,68.0,1365.0
1365,150.0,11.0,10.0,456.0,222.0,22.0,242.0,53.0,552.0,14.0,88.0,26.0,13.0,60.0,1366.0
1366,7.0,10.0,67.0,38.0,6.0,123.0,15.0,140.0,12.0,44.0,63.0,20.0,181.0,86.0,1367.0
1367,15.0,3.0,36.0,23.0,1.0,73.0,11.0,115.0,4.0,8.0,20.0,3.0,58.0,5.0,1368.0
1368,26.0,4.0,4.0,133.0,6.0,207.0,17.0,50.0,17.0,67.0,43.0,10.0,49.0,29.0,1369.0
1369,20.0,0.0,73.0,54.0,172.0,81.0,57.0,307.0,15.0,5.0,10.0,4.0,74.0,2.0,1370.0
1370,480.0,5.0,250.0,91.0,15.0,110.0,18.0,615.0,38.0,9.0,75.0,13.0,100.0,32.0,1371.0
1371,33.0,16.0,8.0,294.0,38.0,537.0,81.0,283.0,18.0,34.0,174.0,19.0,149.0,133.0,1372.0
1372,16.0,0.0,41.0,14.0,3.0,51.0,47.0,140.0,6.0,1.0,9.0,4.0,93.0,7.0,1373.0
1373,332.0,2.0,6.0,330.0,3.0,169.0,21.0,70.0,57.0,12.0,37.0,1.0,4.0,4.0,1374.0
1374,19.0,2.0,51.0,16.0,2.0,163.0,2.0,98.0,55.0,6.0,15.0,2.0,129.0,8.0,1375.0
1375,20.0,9.0,11.0,218.0,69.0,357.0,37.0,48.0,15.0,40.0,98.0,8.0,105.0,28.0,1376.0
1376,191.0,15.0,19.0,135.0,8.0,82.0,21.0,421.0,9.0,94.0,139.0,19.0,55.0,76.0,1377.0
1377,87.0,2.0,297.0,125.0,227.0,77.0,332.0,681.0,175.0,5.0,17.0,6.0,48.0,4.0,1378.0
1378,748.0,7.0,263.0,155.0,20.0,18.0,79.0,765.0,61.0,17.0,77.0,22.0,98.0,42.0,1379.0
1379,96.0,8.0,4.0,162.0,16.0,47.0,132.0,92.0,73.0,8.0,37.0,7.0,10.0,45.0,1380.0
1380,45.0,0.0,7.0,47.0,13.0,29.0,12.0,96.0,7.0,7.0,28.0,2.0,17.0,11.0,1381.0
1381,41.0,12.0,28.0,347.0,46.0,691.0,103.0,148.0,63.0,32.0,73.0,17.0,285.0,83.0,1382.0
1382,37.0,2.0,37.0,125.0,2.0,97.0,322.0,275.0,52.0,4.0,30.0,4.0,49.0,12.0,1383.0
1383,285.0,5.0,16.0,135.0,25.0,1.0,25.0,182.0,366.0,0.0,22.0,7.0,2.0,5.0,1384.0
1384,4399.0,10.0,176.0,1110.0,27.0,131.0,192.0,3422.0,793.0,32.0,98.0,45.0,352.0,27.0,1385.0
1385,1394.0,21.0,502.0,366.0,80.0,85.0,307.0,2572.0,119.0,37.0,203.0,55.0,223.0,38.0,1386.0
1386,224.0,4.0,250.0,616.0,695.0,596.0,377.0,2108.0,197.0,20.0,54.0,7.0,1100.0,10.0,1387.0
1387,25.0,19.0,10.0,155.0,43.0,319.0,111.0,103.0,20.0,17.0,74.0,32.0,174.0,95.0,1388.0
1388,370.0,8.0,842.0,190.0,90.0,14.0,13.0,1471.0,280.0,11.0,23.0,4.0,117.0,7.0,1389.0
1389,45.0,0.0,18.0,79.0,68.0,248.0,5.0,100.0,8.0,3.0,40.0,4.0,160.0,10.0,1390.0
1390,44.0,62.0,62.0,62.0,457.0,107.0,104.0,284.0,11.0,25.0,328.0,45.0,193.0,397.0,1391.0
1391,22.0,12.0,80.0,74.0,0.0,275.0,6.0,126.0,12.0,9.0,24.0,26.0,134.0,79.0,1392.0
1392,46.0,3.0,85.0,139.0,257.0,94.0,341.0,465.0,78.0,4.0,47.0,9.0,44.0,20.0,1393.0
1393,7.0,2.0,80.0,56.0,5.0,186.0,26.0,97.0,18.0,6.0,77.0,6.0,106.0,34.0,1394.0
1394,16.0,13.0,6.0,128.0,6.0,136.0,85.0,53.0,30.0,11.0,40.0,16.0,34.0,20.0,1395.0
1395,170.0,10.0,88.0,104.0,102.0,35.0,54.0,168.0,73.0,13.0,50.0,36.0,41.0,25.0,1396.0
1396,8.0,8.0,4.0,8.0,0.0,74.0,13.0,24.0,4.0,10.0,16.0,4.0,42.0,32.0,1397.0
1397,6.0,3.0,14.0,207.0,29.0,525.0,111.0,78.0,35.0,15.0,60.0,11.0,117.0,20.0,1398.0
1398,147.0,7.0,136.0,104.0,2466.0,211.0,93.0,207.0,40.0,24.0,135.0,23.0,60.0,28.0,1399.0
1399,33.0,0.0,1.0,252.0,87.0,209.0,48.0,27.0,35.0,1.0,20.0,5.0,12.0,2.0,1400.0
1400,91.0,5.0,305.0,172.0,47.0,47.0,6.0,636.0,23.0,12.0,55.0,21.0,142.0,34.0,1401.0
1401,6.0,6.0,21.0,39.0,1.0,69.0,74.0,116.0,16.0,15.0,44.0,7.0,54.0,38.0,1402.0
1402,31.0,14.0,55.0,144.0,80.0,585.0,23.0,73.0,13.0,25.0,87.0,4.0,277.0,19.0,1403.0
1403,422.0,6.0,9.0,54.0,19.0,5.0,28.0,292.0,9.0,8.0,65.0,11.0,34.0,16.0,1404.0
1404,1.0,8.0,18.0,41.0,8.0,247.0,26.0,59.0,14.0,24.0,27.0,14.0,168.0,48.0,1405.0
1405,661.0,6.0,577.0,171.0,41.0,44.0,122.0,1067.0,151.0,7.0,26.0,15.0,125.0,35.0,1406.0
1406,118.0,29.0,73.0,299.0,5.0,293.0,113.0,533.0,29.0,95.0,208.0,21.0,232.0,112.0,1407.0
1407,15.0,8.0,12.0,156.0,9.0,234.0,267.0,68.0,31.0,4.0,30.0,3.0,66.0,10.0,1408.0
1408,57.0,12.0,3.0,94.0,7.0,70.0,15.0,32.0,8.0,16.0,139.0,19.0,6.0,101.0,1409.0
1409,4.0,4.0,37.0,42.0,8.0,161.0,26.0,114.0,16.0,17.0,26.0,25.0,228.0,62.0,1410.0
1410,341.0,10.0,283.0,212.0,15.0,30.0,76.0,589.0,188.0,7.0,52.0,10.0,36.0,14.0,1411.0
1411,316.0,0.0,95.0,107.0,251.0,25.0,13.0,663.0,26.0,8.0,24.0,0.0,21.0,3.0,1412.0
1412,7.0,3.0,47.0,31.0,3.0,113.0,0.0,33.0,7.0,11.0,16.0,4.0,81.0,23.0,1413.0
1413,561.0,48.0,134.0,829.0,410.0,1404.0,197.0,3410.0,73.0,79.0,384.0,13.0,1228.0,112.0,1414.0
1414,335.0,4.0,140.0,50.0,26.0,35.0,55.0,383.0,22.0,2.0,14.0,6.0,62.0,8.0,1415.0
1415,10.0,8.0,40.0,163.0,23.0,179.0,94.0,220.0,18.0,15.0,43.0,10.0,95.0,25.0,1416.0
1416,924.0,124.0,2306.0,632.0,302.0,986.0,101.0,1617.0,119.0,92.0,612.0,77.0,497.0,231.0,1417.0
1417,6.0,2.0,4.0,133.0,22.0,287.0,39.0,29.0,18.0,5.0,24.0,3.0,96.0,5.0,1418.0
1418,346.0,74.0,360.0,352.0,205.0,722.0,125.0,1308.0,133.0,88.0,207.0,95.0,820.0,263.0,1419.0
1419,173.0,10.0,362.0,104.0,8.0,158.0,9.0,333.0,62.0,19.0,96.0,7.0,93.0,23.0,1420.0
1420,80.0,28.0,73.0,103.0,149.0,154.0,18.0,549.0,27.0,39.0,68.0,184.0,219.0,235.0,1421.0
1421,8.0,4.0,15.0,23.0,1.0,81.0,30.0,25.0,1.0,35.0,27.0,15.0,30.0,28.0,1422.0
1422,140.0,16.0,1560.0,231.0,13.0,766.0,5.0,1055.0,307.0,12.0,57.0,13.0,335.0,39.0,1423.0
1423,2.0,25.0,14.0,74.0,4.0,142.0,120.0,85.0,23.0,32.0,34.0,3.0,114.0,48.0,1424.0
1424,41.0,13.0,23.0,113.0,72.0,243.0,122.0,560.0,25.0,34.0,67.0,8.0,151.0,18.0,1425.0
1425,795.0,8.0,791.0,275.0,51.0,270.0,116.0,1109.0,102.0,28.0,37.0,22.0,335.0,45.0,1426.0
1426,30.0,8.0,43.0,73.0,12.0,264.0,32.0,116.0,8.0,35.0,78.0,15.0,55.0,51.0,1427.0
1427,266.0,14.0,93.0,69.0,462.0,22.0,78.0,771.0,69.0,8.0,49.0,25.0,102.0,26.0,1428.0
1428,29.0,12.0,106.0,20.0,0.0,41.0,3.0,82.0,2.0,14.0,17.0,10.0,33.0,51.0,1429.0
1429,72.0,1.0,116.0,197.0,182.0,237.0,171.0,547.0,34.0,35.0,75.0,43.0,414.0,53.0,1430.0
1430,230.0,18.0,41.0,202.0,20.0,45.0,173.0,729.0,19.0,45.0,78.0,19.0,96.0,52.0,1431.0
1431,8.0,21.0,8.0,154.0,6.0,84.0,124.0,48.0,50.0,1.0,38.0,8.0,8.0,96.0,1432.0
1432,90.0,12.0,95.0,82.0,11.0,72.0,89.0,303.0,28.0,11.0,13.0,6.0,87.0,25.0,1433.0
1433,224.0,5.0,497.0,97.0,7.0,121.0,7.0,620.0,48.0,1.0,7.0,23.0,78.0,10.0,1434.0
1434,4.0,4.0,4.0,108.0,10.0,176.0,238.0,31.0,20.0,1.0,42.0,4.0,46.0,12.0,1435.0
1435,23.0,76.0,84.0,292.0,7.0,568.0,177.0,102.0,138.0,89.0,122.0,20.0,203.0,63.0,1436.0
1436,588.0,63.0,389.0,2146.0,1068.0,2253.0,438.0,2008.0,270.0,73.0,174.0,37.0,1205.0,73.0,1437.0
1437,117.0,6.0,96.0,123.0,255.0,36.0,61.0,906.0,29.0,13.0,40.0,2.0,280.0,6.0,1438.0
1438,29.0,9.0,28.0,412.0,5.0,202.0,280.0,235.0,260.0,12.0,41.0,22.0,22.0,11.0,1439.0
1439,31.0,24.0,20.0,575.0,89.0,657.0,228.0,114.0,114.0,19.0,138.0,17.0,266.0,172.0,1440.0
1440,3.0,18.0,201.0,38.0,7.0,161.0,5.0,89.0,31.0,24.0,35.0,7.0,76.0,17.0,1441.0
1441,5.0,4.0,23.0,77.0,13.0,280.0,25.0,119.0,13.0,12.0,30.0,8.0,170.0,24.0,1442.0
1442,43.0,14.0,7.0,476.0,120.0,356.0,97.0,45.0,97.0,17.0,37.0,6.0,39.0,3.0,1443.0
1443,57.0,8.0,34.0,178.0,40.0,283.0,172.0,595.0,26.0,25.0,41.0,14.0,226.0,34.0,1444.0
1444,151.0,9.0,6.0,223.0,98.0,10.0,111.0,48.0,126.0,9.0,116.0,8.0,7.0,28.0,1445.0
1445,258.0,26.0,280.0,844.0,200.0,358.0,507.0,1818.0,564.0,18.0,76.0,13.0,469.0,24.0,1446.0
1446,14.0,8.0,51.0,17.0,17.0,61.0,59.0,117.0,10.0,20.0,41.0,26.0,146.0,84.0,1447.0
1447,1658.0,24.0,1647.0,762.0,211.0,178.0,380.0,3013.0,261.0,38.0,116.0,71.0,753.0,81.0,1448.0
1448,132.0,24.0,239.0,961.0,11.0,953.0,729.0,1400.0,1614.0,20.0,27.0,36.0,1145.0,102.0,1449.0
1449,261.0,12.0,41.0,874.0,46.0,367.0,200.0,255.0,606.0,13.0,79.0,23.0,58.0,17.0,1450.0
1450,480.0,6.0,707.0,313.0,563.0,291.0,668.0,2346.0,215.0,5.0,29.0,10.0,717.0,5.0,1451.0
1451,280.0,0.0,692.0,126.0,12.0,104.0,9.0,826.0,148.0,5.0,9.0,3.0,132.0,1.0,1452.0
1452,2376.0,4.0,1812.0,300.0,230.0,92.0,109.0,2854.0,789.0,18.0,42.0,35.0,197.0,7.0,1453.0
1453,111.0,31.0,727.0,422.0,30.0,1221.0,429.0,1784.0,487.0,43.0,68.0,66.0,2139.0,139.0,1454.0
1454,12.0,7.0,22.0,328.0,26.0,484.0,214.0,123.0,78.0,8.0,42.0,3.0,157.0,19.0,1455.0
1455,58.0,5.0,50.0,313.0,2.0,251.0,121.0,186.0,180.0,5.0,20.0,8.0,61.0,24.0,1456.0
1456,92.0,13.0,84.0,80.0,35.0,215.0,6.0,444.0,47.0,30.0,34.0,45.0,183.0,39.0,1457.0
1457,19.0,12.0,14.0,166.0,7.0,211.0,123.0,208.0,29.0,38.0,64.0,3.0,76.0,33.0,1458.0
1458,19.0,17.0,30.0,131.0,22.0,568.0,33.0,56.0,36.0,50.0,96.0,4.0,267.0,46.0,1459.0
1459,98.0,12.0,273.0,863.0,40.0,459.0,628.0,1538.0,320.0,16.0,109.0,7.0,257.0,17.0,1460.0
1460,355.0,53.0,1941.0,345.0,34.0,401.0,37.0,1208.0,507.0,20.0,133.0,17.0,123.0,39.0,1461.0
1461,12.0,3.0,12.0,91.0,4.0,154.0,37.0,94.0,9.0,10.0,18.0,6.0,75.0,17.0,1462.0
1462,328.0,5.0,11.0,122.0,5.0,5.0,87.0,131.0,105.0,11.0,44.0,16.0,5.0,16.0,1463.0
1463,14.0,12.0,7.0,211.0,7.0,254.0,101.0,56.0,20.0,19.0,57.0,4.0,49.0,38.0,1464.0
1464,23.0,3.0,7.0,302.0,21.0,152.0,298.0,53.0,316.0,4.0,47.0,12.0,66.0,13.0,1465.0
1465,268.0,15.0,274.0,289.0,160.0,126.0,812.0,1283.0,98.0,13.0,43.0,16.0,43.0,11.0,1466.0
1466,7.0,70.0,1.0,183.0,25.0,234.0,40.0,18.0,15.0,8.0,49.0,0.0,42.0,23.0,1467.0
1467,12.0,7.0,5.0,180.0,22.0,156.0,150.0,83.0,21.0,2.0,38.0,8.0,27.0,10.0,1468.0
1468,19.0,41.0,36.0,162.0,771.0,186.0,42.0,31.0,38.0,21.0,75.0,62.0,18.0,31.0,1469.0
1469,33.0,3.0,27.0,160.0,16.0,87.0,334.0,194.0,77.0,4.0,53.0,16.0,80.0,50.0,1470.0
1470,30.0,14.0,487.0,158.0,44.0,592.0,93.0,906.0,238.0,12.0,28.0,15.0,1061.0,28.0,1471.0
1471,16.0,20.0,8.0,355.0,7.0,253.0,286.0,184.0,152.0,22.0,72.0,9.0,41.0,85.0,1472.0
1472,21.0,3.0,36.0,181.0,379.0,267.0,39.0,267.0,15.0,43.0,75.0,12.0,222.0,48.0,1473.0
1473,43.0,5.0,58.0,63.0,9.0,150.0,25.0,410.0,21.0,15.0,39.0,18.0,147.0,27.0,1474.0
1474,33.0,2.0,8.0,162.0,100.0,79.0,136.0,75.0,43.0,21.0,120.0,26.0,23.0,101.0,1475.0
1475,90.0,16.0,65.0,783.0,203.0,1534.0,292.0,1363.0,66.0,26.0,172.0,7.0,825.0,16.0,1476.0
1476,49.0,0.0,95.0,59.0,9.0,143.0,35.0,208.0,30.0,6.0,34.0,3.0,112.0,20.0,1477.0
1477,32.0,17.0,6.0,186.0,11.0,369.0,10.0,139.0,9.0,45.0,87.0,17.0,81.0,20.0,1478.0
1478,27.0,8.0,123.0,141.0,182.0,506.0,38.0,200.0,70.0,8.0,32.0,14.0,316.0,10.0,1479.0
1479,15.0,17.0,20.0,235.0,2.0,466.0,37.0,145.0,25.0,27.0,54.0,3.0,159.0,34.0,1480.0
1480,316.0,14.0,560.0,139.0,11.0,23.0,8.0,748.0,90.0,38.0,37.0,19.0,38.0,19.0,1481.0
1481,43.0,4.0,57.0,725.0,9.0,438.0,264.0,296.0,459.0,1.0,60.0,4.0,79.0,9.0,1482.0
1482,533.0,10.0,114.0,410.0,57.0,5.0,69.0,514.0,625.0,36.0,122.0,28.0,16.0,36.0,1483.0
1483,45.0,15.0,21.0,557.0,405.0,660.0,157.0,121.0,54.0,26.0,52.0,15.0,320.0,44.0,1484.0
1484,3.0,26.0,19.0,44.0,1.0,184.0,9.0,40.0,21.0,31.0,39.0,20.0,79.0,185.0,1485.0
1485,10.0,6.0,38.0,111.0,10.0,211.0,28.0,195.0,19.0,6.0,62.0,8.0,165.0,49.0,1486.0
1486,26.0,26.0,7.0,170.0,124.0,214.0,69.0,85.0,8.0,17.0,82.0,21.0,35.0,23.0,1487.0
1487,5.0,3.0,8.0,39.0,30.0,110.0,59.0,44.0,11.0,18.0,65.0,27.0,90.0,90.0,1488.0
1488,41.0,19.0,8.0,139.0,726.0,1545.0,182.0,39.0,54.0,52.0,300.0,112.0,85.0,69.0,1489.0
1489,53.0,7.0,18.0,80.0,68.0,351.0,141.0,478.0,17.0,14.0,210.0,15.0,290.0,46.0,1490.0
1490,43.0,28.0,70.0,291.0,15.0,204.0,462.0,243.0,334.0,23.0,42.0,53.0,153.0,93.0,1491.0
1491,350.0,9.0,189.0,395.0,0.0,103.0,22.0,714.0,105.0,14.0,26.0,1.0,166.0,10.0,1492.0
1492,23.0,26.0,30.0,190.0,78.0,447.0,71.0,94.0,39.0,25.0,135.0,14.0,249.0,72.0,1493.0
1493,1640.0,12.0,981.0,665.0,1297.0,458.0,159.0,5946.0,230.0,26.0,114.0,15.0,1137.0,23.0,1494.0
1494,12.0,6.0,3.0,7.0,2.0,75.0,5.0,6.0,2.0,21.0,30.0,8.0,54.0,50.0,1495.0
1495,175.0,12.0,32.0,566.0,509.0,989.0,637.0,401.0,103.0,6.0,91.0,26.0,110.0,39.0,1496.0
1496,55.0,4.0,32.0,102.0,5.0,326.0,44.0,329.0,30.0,11.0,104.0,45.0,171.0,66.0,1497.0
1497,88.0,6.0,57.0,192.0,137.0,334.0,56.0,959.0,8.0,22.0,206.0,4.0,249.0,34.0,1498.0
1498,76.0,3.0,164.0,49.0,7.0,40.0,8.0,289.0,6.0,5.0,39.0,16.0,59.0,24.0,1499.0
1499,289.0,12.0,231.0,70.0,13.0,52.0,39.0,318.0,67.0,7.0,41.0,12.0,71.0,12.0,1500.0
1500,36.0,7.0,162.0,97.0,221.0,212.0,43.0,540.0,45.0,9.0,54.0,9.0,388.0,9.0,1501.0
1501,464.0,65.0,464.0,866.0,129.0,2420.0,374.0,4847.0,148.0,47.0,597.0,87.0,1380.0,181.0,1502.0
1502,419.0,8.0,385.0,911.0,1541.0,1233.0,559.0,3018.0,252.0,14.0,72.0,16.0,1434.0,24.0,1503.0
1503,407.0,38.0,400.0,684.0,77.0,1221.0,119.0,3035.0,175.0,84.0,208.0,93.0,1428.0,201.0,1504.0
1504,15.0,91.0,28.0,45.0,5.0,104.0,37.0,66.0,16.0,54.0,124.0,35.0,69.0,141.0,1505.0
1505,115.0,9.0,40.0,150.0,29.0,9.0,91.0,68.0,53.0,8.0,33.0,4.0,13.0,5.0,1506.0
1506,74.0,10.0,29.0,348.0,297.0,76.0,514.0,509.0,202.0,4.0,24.0,10.0,53.0,16.0,1507.0
1507,86.0,54.0,16.0,142.0,23.0,144.0,130.0,101.0,55.0,61.0,239.0,117.0,24.0,345.0,1508.0
1508,52.0,8.0,53.0,57.0,3.0,256.0,23.0,508.0,44.0,44.0,57.0,38.0,302.0,109.0,1509.0
1509,316.0,0.0,276.0,383.0,50.0,44.0,280.0,1249.0,192.0,3.0,33.0,1.0,101.0,4.0,1510.0
1510,164.0,12.0,224.0,27.0,6.0,379.0,15.0,375.0,14.0,0.0,55.0,11.0,198.0,30.0,1511.0
1511,32.0,3.0,75.0,288.0,7.0,167.0,394.0,434.0,107.0,4.0,31.0,4.0,175.0,19.0,1512.0
1512,742.0,3.0,138.0,202.0,9.0,19.0,26.0,449.0,260.0,1.0,51.0,14.0,22.0,15.0,1513.0
1513,32.0,4.0,49.0,87.0,101.0,81.0,36.0,69.0,7.0,12.0,28.0,14.0,64.0,24.0,1514.0
1514,158.0,15.0,1116.0,204.0,14.0,534.0,120.0,1247.0,97.0,52.0,51.0,70.0,772.0,82.0,1515.0
1515,26.0,8.0,9.0,145.0,10.0,170.0,52.0,37.0,27.0,7.0,29.0,7.0,27.0,11.0,1516.0
1516,666.0,26.0,279.0,462.0,193.0,209.0,63.0,1373.0,21.0,19.0,237.0,13.0,211.0,51.0,1517.0
1517,1975.0,37.0,937.0,456.0,181.0,396.0,133.0,2449.0,175.0,58.0,84.0,45.0,337.0,61.0,1518.0
1518,15.0,3.0,22.0,91.0,44.0,325.0,116.0,284.0,18.0,3.0,33.0,6.0,328.0,11.0,1519.0
1519,14.0,10.0,571.0,91.0,35.0,136.0,23.0,168.0,163.0,7.0,17.0,2.0,31.0,6.0,1520.0
1520,109.0,1.0,8.0,288.0,16.0,151.0,69.0,86.0,33.0,9.0,40.0,1.0,11.0,18.0,1521.0
1521,45.0,1.0,71.0,85.0,9.0,32.0,99.0,287.0,29.0,24.0,38.0,6.0,25.0,17.0,1522.0
1522,27.0,20.0,63.0,218.0,10.0,462.0,61.0,201.0,39.0,11.0,112.0,20.0,252.0,85.0,1523.0
1523,205.0,9.0,33.0,1183.0,138.0,325.0,932.0,551.0,1237.0,3.0,75.0,18.0,47.0,21.0,1524.0
1524,20.0,14.0,129.0,63.0,9.0,146.0,15.0,169.0,9.0,29.0,27.0,63.0,102.0,101.0,1525.0
1525,7.0,5.0,34.0,81.0,2.0,191.0,16.0,37.0,59.0,4.0,9.0,10.0,195.0,28.0,1526.0
1526,143.0,20.0,790.0,96.0,6.0,116.0,8.0,696.0,70.0,9.0,29.0,8.0,90.0,25.0,1527.0
1527,11.0,35.0,24.0,129.0,1.0,222.0,58.0,68.0,21.0,18.0,38.0,14.0,148.0,75.0,1528.0
1528,5.0,8.0,18.0,45.0,1.0,91.0,97.0,107.0,7.0,9.0,22.0,1.0,20.0,4.0,1529.0
1529,370.0,1.0,600.0,87.0,5.0,45.0,6.0,748.0,137.0,0.0,27.0,3.0,39.0,0.0,1530.0
1530,32.0,3.0,41.0,87.0,3.0,145.0,157.0,296.0,31.0,3.0,11.0,1.0,137.0,3.0,1531.0
1531,461.0,4.0,25.0,153.0,15.0,54.0,12.0,103.0,63.0,8.0,121.0,3.0,10.0,12.0,1532.0
1532,336.0,28.0,353.0,467.0,16.0,238.0,71.0,702.0,101.0,57.0,54.0,47.0,312.0,128.0,1533.0
1533,338.0,18.0,1150.0,480.0,7.0,786.0,142.0,881.0,332.0,37.0,52.0,26.0,561.0,68.0,1534.0
1534,11.0,7.0,1.0,123.0,616.0,217.0,69.0,48.0,11.0,22.0,43.0,13.0,17.0,6.0,1535.0
1535,12.0,1.0,15.0,102.0,9.0,69.0,34.0,47.0,31.0,0.0,13.0,1.0,28.0,1.0,1536.0
1536,25.0,14.0,8.0,93.0,10.0,122.0,72.0,60.0,11.0,13.0,53.0,6.0,73.0,22.0,1537.0
1537,64.0,59.0,378.0,843.0,55.0,865.0,89.0,506.0,141.0,20.0,61.0,103.0,698.0,223.0,1538.0
1538,10.0,0.0,11.0,28.0,1.0,158.0,41.0,95.0,10.0,58.0,59.0,5.0,35.0,12.0,1539.0
1539,30.0,7.0,22.0,500.0,9.0,164.0,374.0,222.0,468.0,2.0,91.0,13.0,42.0,43.0,1540.0
1540,381.0,5.0,29.0,392.0,27.0,0.0,52.0,289.0,501.0,3.0,48.0,3.0,3.0,2.0,1541.0
1541,33.0,16.0,604.0,103.0,9.0,535.0,12.0,226.0,157.0,23.0,71.0,6.0,290.0,24.0,1542.0
1542,50.0,8.0,66.0,164.0,6.0,224.0,195.0,297.0,50.0,10.0,31.0,3.0,188.0,76.0,1543.0
1543,22.0,9.0,16.0,145.0,2.0,39.0,72.0,93.0,58.0,25.0,25.0,11.0,26.0,34.0,1544.0
1544,83.0,7.0,151.0,426.0,35.0,185.0,464.0,696.0,533.0,19.0,24.0,21.0,77.0,16.0,1545.0
1545,80.0,17.0,72.0,135.0,575.0,269.0,322.0,297.0,24.0,40.0,93.0,52.0,331.0,134.0,1546.0
1546,300.0,3.0,15.0,280.0,12.0,203.0,36.0,262.0,65.0,6.0,20.0,4.0,124.0,4.0,1547.0
1547,465.0,0.0,7.0,138.0,157.0,46.0,26.0,366.0,17.0,5.0,20.0,3.0,53.0,9.0,1548.0
1548,785.0,12.0,74.0,515.0,35.0,116.0,43.0,1254.0,52.0,35.0,103.0,16.0,199.0,23.0,1549.0
1549,37.0,20.0,54.0,140.0,22.0,186.0,174.0,215.0,27.0,24.0,63.0,12.0,44.0,16.0,1550.0
1550,273.0,11.0,30.0,902.0,638.0,9.0,280.0,188.0,899.0,8.0,70.0,34.0,11.0,11.0,1551.0
1551,38.0,60.0,47.0,271.0,52.0,270.0,73.0,153.0,12.0,41.0,103.0,26.0,200.0,70.0,1552.0
1552,12.0,5.0,15.0,168.0,21.0,37.0,173.0,98.0,68.0,10.0,24.0,5.0,8.0,10.0,1553.0
1553,297.0,3.0,208.0,99.0,3.0,43.0,6.0,448.0,36.0,0.0,16.0,0.0,10.0,11.0,1554.0
1554,12.0,25.0,10.0,164.0,44.0,266.0,39.0,71.0,14.0,17.0,65.0,3.0,68.0,62.0,1555.0
1555,541.0,8.0,223.0,94.0,33.0,14.0,7.0,562.0,26.0,7.0,64.0,12.0,27.0,32.0,1556.0
